sex,age,education,job,eyesight,assistant,phoneModel,screenResolutionX,screenResolutionY,sharpness,aesthetic,familiarity,efficiency,bigFont,_id
1,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,401,896,4,4,4,5,4,6271005d96f14ef90e103965
1,64,高中,17.卫生和社会工作,完全正常,无,AndroidOS,700,1167,4,4,4,4,4,6271006696f14ef90e103966
0,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,803,,,,,,627100ac96f14ef90e103967
1,61,高中,16.教育,近视,佩戴眼镜,AndroidOS,360,800,5,5,5,5,5,627100df96f14ef90e103968
1,63,小学,17.卫生和社会工作,老花眼,无,AndroidOS,440,978,5,3,2,4,3,627100e696f14ef90e103969
0,61,高中,,完全正常,无,AndroidOS,400,867,3,3,2,4,4,6271010b96f14ef90e10396a
0,,初中,16.教育,近视,佩戴眼镜,AndroidOS,360,800,,5,4,4,3,6271011996f14ef90e10396b
0,,初中,,完全正常,无,AndroidOS,400,867,,,,4,4,6271011996f14ef90e10396c
0,65,本科,10.金融业,老花眼,佩戴眼镜,AndroidOS,400,712,5,4,4,3,3,6271011996f14ef90e10396d
0,63,高中,16.教育,近视,无,AndroidOS,360,800,,,5,5,5,6271014796f14ef90e10396e
1,63,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,845,5,3,3,4,5,6271016296f14ef90e10396f
0,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,803,,,,,,6271019996f14ef90e103970
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,6271019d96f14ef90e103971
0,52,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,800,2,3,3,4,4,627101b596f14ef90e103972
1,65,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,4,4,3,4,627101d496f14ef90e103973
0,58,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,3,2,3,2,2,627101d496f14ef90e103974
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,627101dc96f14ef90e103975
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,627101dc96f14ef90e103976
1,,初中,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,393,851,5,1,4,4,3,627101e796f14ef90e103977
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,627101eb96f14ef90e103978
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,627101eb96f14ef90e103979
1,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,320,640,5,5,5,5,3,627101eb96f14ef90e10397a
0,,高中,7.交通运输、仓储和邮政业,完全正常,无,AndroidOS,360,780,3,3,3,3,3,6271020a96f14ef90e10397b
0,63,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,759,4,,,1,,6271021196f14ef90e10397c
0,38,初中,1.农、林、牧、渔业,完全正常,佩戴眼镜,AndroidOS,303,672,,3,3,,3,6271022296f14ef90e10397d
0,23,本科,16.教育,近视,佩戴眼镜,AndroidOS,360,780,4,5,3,5,5,6271022f96f14ef90e10397e
0,,初中,5.建筑业,老花眼,无,AndroidOS,341,718,5,3,5,5,5,6271023496f14ef90e10397f
0,63,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,759,4,,,1,,6271025896f14ef90e103980
0,63,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,759,4,,,1,,6271025896f14ef90e103981
0,56,高中,16.教育,近视,无,AndroidOS,341,737,4,5,4,5,5,627102a496f14ef90e103982
0,62,初中,15.居民服务、修理和其他服务业,完全正常,无,AndroidOS,400,867,3,4,4,5,3,627102c096f14ef90e103983
1,62,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,978,4,4,4,4,4,627102d096f14ef90e103984
1,62,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,978,4,4,4,4,4,627102de96f14ef90e103985
0,65,高中,1.农、林、牧、渔业,老花眼,无,AndroidOS,341,737,5,4,3,3,5,627102f496f14ef90e103986
1,62,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,978,4,4,4,4,4,627102f696f14ef90e103987
1,62,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,978,4,4,4,4,4,627102f696f14ef90e103988
0,,初中,6.批发和零售业,完全正常,无,AndroidOS,464,1004,5,5,4,4,4,6271033096f14ef90e103989
0,,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,760,4,2,4,3,5,6271033396f14ef90e10398a
0,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,830,5,5,5,5,5,6271033696f14ef90e10398b
0,,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,889,3,4,4,5,2,6271033996f14ef90e10398c
0,64,高中,16.教育,老花眼,无,AndroidOS,400,889,2,2,3,2,3,6271035296f14ef90e10398d
1,17,初中,,完全正常,无,AndroidOS,400,867,,,,,,627103b996f14ef90e10398e
0,60,初中,16.教育,老花眼,无,iOS,414,896,5,3,4,5,5,627103d296f14ef90e10398f
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,780,4,3,4,3,5,6271040596f14ef90e103990
1,60,高中,16.教育,完全正常,无,AndroidOS,360,800,3,2,3,3,3,6271041196f14ef90e103991
0,64,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,858,401,3,2,3,3,2,6271044496f14ef90e103992
0,65,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,640,,,,,,6271045396f14ef90e103993
1,,本科,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,360,760,4,3,4,3,5,627104a696f14ef90e103994
0,67,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,760,5,2,3,5,4,627104cb96f14ef90e103995
0,65,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,iOS,375,667,5,5,3,5,4,627104e296f14ef90e103996
0,58,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,3,2,3,2,2,6271052296f14ef90e103997
0,63,初中,8.住宿和餐饮业,老花眼,无,AndroidOS,400,800,2,3,4,4,5,6271053e96f14ef90e103998
0,55,初中,2.采矿业,老花眼,佩戴眼镜,AndroidOS,360,780,2,3,4,4,5,6271054396f14ef90e103999
0,,小学,8.住宿和餐饮业,老花眼,佩戴眼镜,AndroidOS,393,876,3,2,3,2,4,6271056596f14ef90e10399a
1,16,初中,,近视,佩戴眼镜,AndroidOS,360,780,3,4,3,2,1,6271057f96f14ef90e10399b
1,64,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,712,2,3,2,4,5,627105fa96f14ef90e10399c
0,,初中,7.交通运输、仓储和邮政业,近视,佩戴眼镜,AndroidOS,400,867,4,4,5,5,3,6271060096f14ef90e10399d
0,,初中,7.交通运输、仓储和邮政业,近视,佩戴眼镜,AndroidOS,400,867,4,4,5,5,3,6271060096f14ef90e10399e
0,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,867,4,4,4,4,4,6271060396f14ef90e10399f
0,63,初中,3.制造业,其他疾病,无,AndroidOS,360,800,3,3,4,3,3,6271064e96f14ef90e1039a0
1,2207231900707051056,初中,16.教育,完全正常,无,AndroidOS,400,889,5,3,2,2,2,627106ce96f14ef90e1039a1
0,45,高中,10.金融业,完全正常,无,AndroidOS,360,780,5,5,3,4,5,627106d096f14ef90e1039a2
0,45,高中,10.金融业,完全正常,无,AndroidOS,360,780,5,5,3,4,5,627106e096f14ef90e1039a3
1,15,初中,16.教育,近视,佩戴眼镜,AndroidOS,360,760,5,5,3,4,3,6271074596f14ef90e1039a4
0,45,高中,10.金融业,完全正常,无,AndroidOS,360,780,5,5,3,4,5,6271074696f14ef90e1039a5
0,45,高中,10.金融业,完全正常,无,AndroidOS,360,780,5,5,3,4,5,6271074696f14ef90e1039a6
1,64,小学,15.居民服务、修理和其他服务业,其他疾病,无,AndroidOS,401,801,2,2,3,3,3,627107c096f14ef90e1039a7
0,62,初中,6.批发和零售业,老花眼,无,AndroidOS,400,867,3,3,3,5,3,627107f196f14ef90e1039a8
0,52,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,800,4,3,4,4,5,627107f596f14ef90e1039a9
0,61,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,400,712,2,1,2,2,3,6271084c96f14ef90e1039aa
0,,初中,1.农、林、牧、渔业,近视,进行过手术,AndroidOS,340,605,3,2,3,4,4,6271086a96f14ef90e1039ab
0,62,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,400,892,5,5,4,5,5,6271097396f14ef90e1039ac
1,61,初中,6.批发和零售业,完全正常,无,AndroidOS,833,400,5,3,2,5,3,6271098a96f14ef90e1039ad
1,60,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,760,5,5,3,4,3,62710be296f14ef90e1039ae
0,65,初中,16.教育,完全正常,无,AndroidOS,400,892,5,5,5,5,5,62710bf196f14ef90e1039af
0,71,高中,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,412,892,4,2,2,5,3,62710c1696f14ef90e1039b0
1,60,高中,1.农、林、牧、渔业,近视,佩戴眼镜,AndroidOS,341,737,4,5,4,4,4,62710c2196f14ef90e1039b1
0,71,高中,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,412,892,4,2,2,5,3,62710c2c96f14ef90e1039b2
0,71,高中,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,412,892,4,2,2,5,3,62710c2c96f14ef90e1039b3
1,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,800,5,5,3,5,,62710c4896f14ef90e1039b4
0,62,小学,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,400,880,5,3,4,5,4,62710c6b96f14ef90e1039b5
0,62,小学,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,400,880,5,3,4,5,4,62710caf96f14ef90e1039b6
0,60,高中,6.批发和零售业,完全正常,无,AndroidOS,400,892,5,5,5,5,5,62710cc496f14ef90e1039b7
0,58,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,3,2,3,2,2,62710cdd96f14ef90e1039b8
0,,高中,16.教育,老花眼,佩戴眼镜,AndroidOS,340,756,5,5,3,5,5,62710cef96f14ef90e1039b9
0,60,高中,6.批发和零售业,完全正常,无,AndroidOS,400,892,5,5,5,5,5,62710cff96f14ef90e1039ba
0,60,高中,6.批发和零售业,完全正常,无,AndroidOS,400,892,5,5,5,5,5,62710cff96f14ef90e1039bb
0,,小学,1.农、林、牧、渔业,近视,无,AndroidOS,381,824,2,3,4,2,2,62710d3196f14ef90e1039bc
1,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,889,5,,4,5,5,62710d7a96f14ef90e1039bd
0,,初中,1.农、林、牧、渔业,近视,无,iOS,390,844,5,5,5,5,5,62710d9396f14ef90e1039be
0,,初中,5.建筑业,近视,佩戴眼镜,AndroidOS,400,712,5,3,3,4,2,62710d9796f14ef90e1039bf
0,60,初中,9.信息传输、软件和信息技术服务业,老花眼,佩戴眼镜,AndroidOS,400,867,4,4,4,3,5,62710d9996f14ef90e1039c0
0,61,高中,17.卫生和社会工作,老花眼,佩戴眼镜,AndroidOS,340,680,3,3,3,3,4,62710db496f14ef90e1039c1
0,60,高中,,老花眼,无,AndroidOS,400,867,5,5,4,4,4,62710dd796f14ef90e1039c2
0,65,初中,1.农、林、牧、渔业,近视,无,AndroidOS,401,712,4,4,4,3,5,62710de496f14ef90e1039c3
1,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,401,889,5,5,5,5,5,62710e0696f14ef90e1039c4
0,70,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,760,4,2,4,3,5,62710e0d96f14ef90e1039c5
0,,小学,1.农、林、牧、渔业,近视,无,AndroidOS,381,824,2,3,4,2,2,62710e0d96f14ef90e1039c6
0,61,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,401,889,5,4,2,3,3,62710e1896f14ef90e1039c7
0,64,初中,1.农、林、牧、渔业,近视,进行过手术,AndroidOS,340,605,3,2,3,4,4,62710e2b96f14ef90e1039c8
0,,高中,16.教育,近视,无,AndroidOS,400,889,3,3,3,3,3,62710e2c96f14ef90e1039c9
0,64,初中,1.农、林、牧、渔业,近视,进行过手术,AndroidOS,340,605,3,2,3,4,4,62710e3f96f14ef90e1039ca
0,64,初中,1.农、林、牧、渔业,近视,进行过手术,AndroidOS,340,605,3,2,3,4,4,62710e3f96f14ef90e1039cb
0,,初中,15.居民服务、修理和其他服务业,老花眼,佩戴眼镜,AndroidOS,360,800,4,4,4,4,4,62710e6696f14ef90e1039cc
0,,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,889,,,,,,62710e7196f14ef90e1039cd
1,60,初中,1.农、林、牧、渔业,其他疾病,无,AndroidOS,341,737,3,2,4,4,,62710eb096f14ef90e1039ce
0,61,高中,17.卫生和社会工作,老花眼,佩戴眼镜,AndroidOS,340,680,3,3,3,3,4,62710eb396f14ef90e1039cf
0,60,小学,1.农、林、牧、渔业,近视,无,AndroidOS,381,824,2,3,4,2,2,62710ece96f14ef90e1039d0
0,50,硕士及以上,10.金融业,完全正常,无,AndroidOS,360,760,5,5,4,5,5,62710edf96f14ef90e1039d1
0,,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,737,5,5,5,5,5,62710f2996f14ef90e1039d2
0,,高中,17.卫生和社会工作,老花眼,无,AndroidOS,400,867,4,4,4,4,4,62710f9296f14ef90e1039d3
1,80,初中,3.制造业,老花眼,佩戴眼镜,AndroidOS,393,851,5,1,4,4,3,62710fb596f14ef90e1039d4
1,70,初中,16.教育,近视,佩戴眼镜,AndroidOS,360,800,5,5,5,5,5,62710fbb96f14ef90e1039d5
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,62710fbf96f14ef90e1039d6
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,62710fbf96f14ef90e1039d7
0,,未受过教育,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,800,3,4,3,4,5,62710fd796f14ef90e1039d8
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271100a96f14ef90e1039d9
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271101696f14ef90e1039da
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271101696f14ef90e1039db
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271101696f14ef90e1039dc
0,65,初中,16.教育,完全正常,无,AndroidOS,400,889,4,4,3,4,3,6271102096f14ef90e1039dd
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271102d96f14ef90e1039de
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271103196f14ef90e1039df
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271103196f14ef90e1039e0
0,68,小学,15.居民服务、修理和其他服务业,完全正常,无,AndroidOS,360,640,3,4,4,4,3,6271103c96f14ef90e1039e1
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271103f96f14ef90e1039e2
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271103f96f14ef90e1039e3
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271104096f14ef90e1039e4
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271104096f14ef90e1039e5
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271104c96f14ef90e1039e6
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271104c96f14ef90e1039e7
0,,高中,17.卫生和社会工作,完全正常,无,AndroidOS,360,760,5,5,1,1,1,6271104c96f14ef90e1039e8
0,63,高中,16.教育,完全正常,无,AndroidOS,400,712,4,5,4,5,4,6271105596f14ef90e1039e9
1,62,初中,1.农、林、牧、渔业,其他疾病,进行过手术,AndroidOS,360,780,5,5,4,5,4,6271106096f14ef90e1039ea
0,53,未受过教育,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,5,4,4,2,5,6271107596f14ef90e1039eb
1,70,初中,16.教育,近视,佩戴眼镜,AndroidOS,360,800,5,5,5,5,5,6271107b96f14ef90e1039ec
0,60,高中,8.住宿和餐饮业,老花眼,无,AndroidOS,640,1024,5,3,4,2,4,6271109396f14ef90e1039ed
0,53,未受过教育,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,5,4,4,2,5,6271109c96f14ef90e1039ee
0,53,未受过教育,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,780,5,4,4,2,5,6271109c96f14ef90e1039ef
1,61,初中,,完全正常,无,AndroidOS,401,858,,,,,,627110a496f14ef90e1039f0
0,55,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,640,4,4,4,4,5,627110b396f14ef90e1039f1
0,,初中,15.居民服务、修理和其他服务业,完全正常,无,AndroidOS,400,889,5,2,3,5,5,627110ba96f14ef90e1039f2
0,55,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,640,4,4,4,4,5,627110ca96f14ef90e1039f3
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271111496f14ef90e1039f4
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271111496f14ef90e1039f5
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271111496f14ef90e1039f6
0,63,高中,16.教育,完全正常,无,AndroidOS,400,712,4,5,4,5,4,6271111c96f14ef90e1039f7
0,55,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,640,4,4,4,4,5,6271111e96f14ef90e1039f8
0,55,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,640,4,4,4,4,5,6271111e96f14ef90e1039f9
0,,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,867,3,3,3,4,3,6271112796f14ef90e1039fa
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271112f96f14ef90e1039fb
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271112f96f14ef90e1039fc
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271112f96f14ef90e1039fd
0,64,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,780,4,3,4,4,3,6271113196f14ef90e1039fe
0,69,高中,3.制造业,老花眼,佩戴眼镜,AndroidOS,341,681,1,3,5,3,5,6271114696f14ef90e1039ff
0,51,小学,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,796,5,2,3,4,4,6271115696f14ef90e103a00
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271115f96f14ef90e103a01
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271115f96f14ef90e103a02
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271115f96f14ef90e103a03
0,60,,,完全正常,无,AndroidOS,400,889,3,4,3,3,3,6271115f96f14ef90e103a04
0,51,小学,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,796,5,2,3,4,4,6271116896f14ef90e103a05
0,51,小学,1.农、林、牧、渔业,老花眼,无,AndroidOS,360,796,5,2,3,4,4,6271116896f14ef90e103a06
1,59,高中,5.建筑业,完全正常,无,AndroidOS,360,800,4,4,5,,4,6271118796f14ef90e103a07
0,,初中,15.居民服务、修理和其他服务业,老花眼,佩戴眼镜,AndroidOS,341,737,3,4,3,4,4,6271118796f14ef90e103a08
1,,高中,7.交通运输、仓储和邮政业,完全正常,无,AndroidOS,341,759,2,2,2,2,2,6271119696f14ef90e103a09
1,67,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,954,5,5,2,5,1,627111a396f14ef90e103a0a
0,59,本科,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,360,800,5,3,5,3,4,627111b196f14ef90e103a0b
0,59,本科,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,360,800,5,3,5,3,4,6271121c96f14ef90e103a0c
0,59,本科,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,360,800,5,3,5,3,4,6271121c96f14ef90e103a0d
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,627112a096f14ef90e103a0e
1,17,初中,,近视,佩戴眼镜,AndroidOS,341,756,3,3,3,3,3,627112b096f14ef90e103a0f
0,,本科,16.教育,老花眼,佩戴眼镜,AndroidOS,360,800,5,5,4,4,5,627112d796f14ef90e103a10
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,627112e496f14ef90e103a11
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,627112e596f14ef90e103a12
0,61,高中,1.农、林、牧、渔业,近视,无,AndroidOS,360,780,5,5,3,3,4,6271130d96f14ef90e103a13
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,6271130e96f14ef90e103a14
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,6271130e96f14ef90e103a15
1,63,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,5,5,1,5,3,6271130e96f14ef90e103a16
0,,初中,1.农、林、牧、渔业,其他疾病,佩戴眼镜,AndroidOS,400,889,4,5,3,4,4,6271132b96f14ef90e103a17
0,,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,867,1,1,1,1,1,6271143496f14ef90e103a18
1,75,小学,1.农、林、牧、渔业,其他疾病,无,iOS,414,736,5,5,5,5,5,6271144496f14ef90e103a19
0,62,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,340,737,3,2,3,4,3,6271145a96f14ef90e103a1a
1,62,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,880,4,3,5,4,4,6271155d96f14ef90e103a1b
1,66,初中,1.农、林、牧、渔业,老花眼,无,AndroidOS,401,889,5,3,3,2,4,6271157496f14ef90e103a1c
1,66,初中,11.房地产业,完全正常,无,AndroidOS,400,867,4,2,3,4,2,627115af96f14ef90e103a1d
0,83,小学,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,360,780,2,4,3,4,5,627115f496f14ef90e103a1e
0,66,小学,,老花眼,进行过手术,AndroidOS,341,749,,,,,,6271163b96f14ef90e103a1f
1,,初中,15.居民服务、修理和其他服务业,老花眼,无,AndroidOS,400,889,3,5,5,4,5,627116a596f14ef90e103a20
0,60,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,889,,,,,,627117cd96f14ef90e103a21
0,,本科,9.信息传输、软件和信息技术服务业,老花眼,无,AndroidOS,400,825,5,5,5,5,5,6271187d96f14ef90e103a22
0,,,,近视,无,AndroidOS,401,889,3,3,2,3,2,6271189e96f14ef90e103a23
0,60,高中,8.住宿和餐饮业,完全正常,无,AndroidOS,400,889,1,1,1,1,1,6271194496f14ef90e103a24
1,63,高中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,737,5,,,,,6271198996f14ef90e103a25
0,,初中,16.教育,完全正常,无,AndroidOS,400,889,1,,,,4,62711b7396f14ef90e103a26
0,65,高中,1.农、林、牧、渔业,近视,无,AndroidOS,360,760,4,5,3,4,2,62711c1396f14ef90e103a27
0,,初中,16.教育,完全正常,无,AndroidOS,400,889,1,,,,4,62711c2296f14ef90e103a28
0,17,初中,16.教育,完全正常,无,AndroidOS,400,889,4,3,2,5,4,62711cde96f14ef90e103a29
1,14,初中,16.教育,完全正常,无,AndroidOS,885,400,5,5,5,5,5,62711ce196f14ef90e103a2a
0,,初中,16.教育,完全正常,无,AndroidOS,401,889,3,5,5,5,2,62711cfc96f14ef90e103a2b
0,,初中,16.教育,完全正常,无,AndroidOS,401,889,3,5,5,5,2,62711d3096f14ef90e103a2c
0,62,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,889,3,4,4,,4,62711d5e96f14ef90e103a2d
0,,高中,1.农、林、牧、渔业,近视,佩戴眼镜,AndroidOS,360,792,5,5,5,5,5,62711d6196f14ef90e103a2e
1,14,初中,16.教育,完全正常,无,AndroidOS,400,575,5,5,5,5,5,62711d7b96f14ef90e103a2f
0,65,高中,1.农、林、牧、渔业,老花眼,无,AndroidOS,303,628,3,5,3,4,2,62711dbb96f14ef90e103a30
0,62,高中,15.居民服务、修理和其他服务业,老花眼,佩戴眼镜,iOS,390,844,4,3,4,4,4,62711dca96f14ef90e103a31
0,65,初中,15.居民服务、修理和其他服务业,近视,佩戴眼镜,AndroidOS,400,889,5,5,4,5,5,62711dff96f14ef90e103a32
0,60,高中,16.教育,完全正常,无,AndroidOS,400,889,4,3,2,5,4,62711dff96f14ef90e103a33
0,65,初中,15.居民服务、修理和其他服务业,近视,佩戴眼镜,AndroidOS,400,889,5,5,4,5,5,62711e4796f14ef90e103a34
0,,,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,889,1,1,1,1,1,62711e5396f14ef90e103a35
0,,初中,6.批发和零售业,老花眼,佩戴眼镜,AndroidOS,360,780,5,5,5,5,5,62711e9396f14ef90e103a36
0,,高中,,完全正常,无,AndroidOS,360,800,4,4,4,,4,62711f6b96f14ef90e103a37
1,,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,400,867,3,3,3,3,5,62711f7396f14ef90e103a38
1,,高中,1.农、林、牧、渔业,完全正常,无,AndroidOS,440,978,5,5,3,5,5,6271200396f14ef90e103a39
0,62,初中,1.农、林、牧、渔业,老花眼,佩戴眼镜,AndroidOS,341,756,5,4,3,4,4,6271207c96f14ef90e103a3a
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,627120aa96f14ef90e103a3b
0,,初中,16.教育,完全正常,无,AndroidOS,400,867,3,4,4,4,4,627120c596f14ef90e103a3c
0,66,初中,,近视,佩戴眼镜,AndroidOS,400,889,5,5,,,5,6271210d96f14ef90e103a3d
0,66,初中,,近视,佩戴眼镜,AndroidOS,400,889,5,5,,,5,6271210d96f14ef90e103a3e
0,63,高中,16.教育,老花眼,无,AndroidOS,400,856,5,5,1,5,3,6271212696f14ef90e103a3f
0,66,初中,,近视,佩戴眼镜,AndroidOS,400,889,5,5,,,5,6271214796f14ef90e103a40
0,66,初中,,近视,佩戴眼镜,AndroidOS,400,889,5,5,,,5,6271214896f14ef90e103a41
0,66,初中,,近视,佩戴眼镜,AndroidOS,400,889,5,5,,,5,6271214896f14ef90e103a42
1,60,高中,3.制造业,完全正常,无,AndroidOS,401,889,5,5,3,5,3,6271214b96f14ef90e103a43
1,60,小学,1.农、林、牧、渔业,完全正常,无,AndroidOS,400,892,5,4,5,5,5,6271214d96f14ef90e103a44
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,780,3,3,4,3,3,6271215f96f14ef90e103a45
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,6271216296f14ef90e103a46
1,63,初中,1.农、林、牧、渔业,完全正常,无,AndroidOS,360,760,,,,,,6271216296f14ef90e103a47
0,60,初中,,完全正常,无,AndroidOS,400,867,3,,,,,627121f796f14ef90e103a48
